text ner
Proficient O
in O
Functional O
E2E O
Testing O
, O
Black O
Box O
Testing O
, O
Regression O
Testing O


• O
Good O
at O
analyzing O
the O
requirements O
and O
preparing O
assessments O
for O
the O
new O
requirements O


• O
Expertise O
in O
Development O
of O
test O
cases O
for O
the O
new O
features O
being O
implemented O
using O
different O
test O
design O
techniques O
This O
included O
Analysis O
of O
the O
Feature O
Documents O
and O
developing O
a O
strategy O
for O
testing O
the O
feature O


• O
Good O
in O
defect O
logging O
and O
tracking O
activities O
till O
the O
closure O
of O
a O
defect O
using O
tools O
QC O
and O
AIT O

RIYAZ O
SHAIKH O
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/RIYAZ-SHAIKH/d747d14cb4190d9d O
Willing O
to O
relocate O
: O
Anywhere O

WORK O
EXPERIENCE O
STATION B-Designation
MASTER L-Designation
Qatar "B-Companies worked at"
rail "L-Companies worked at"
- O
May O
2018 O
to O
Present O
Station B-Designation
Manager L-Designation
Mumbai "B-Companies worked at"
Monorail "L-Companies worked at"
- O
May O
2015 O
to O
May O
2018 O
Base B-Designation
manager L-Designation
AVA "B-Companies worked at"
Merchandising "I-Companies worked at"
Solutions "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
- O
February O
2013 O
to O
May O
2015 O
Manager B-Designation
Operations I-Designation
and I-Designation
sales L-Designation
KGN "B-Companies worked at"
Enterprises "L-Companies worked at"
- O
March O
2009 O
to O
December O
2012 O
Duty B-Designation
Manager L-Designation
Essar "B-Companies worked at"
Telecom "L-Companies worked at"
- O
May O
2008 O
to O
February O
2009 O
Sales B-Designation
Associate L-Designation
Essar "B-Companies worked at"
Telecom "L-Companies worked at"
- O
July O
2007 O
to O
May O
2008 O

EDUCATION O
Mcom U-Degree

MUMBAI O
UNIVERSITY O
Bcom U-Degree
in O
Account O
and O
management O
Mumbai O
university O
- O
Mumbai O
, O
Maharashtra O
https://www.indeed.com/r/RIYAZ-SHAIKH/d747d14cb4190d9d?isid=rex-download&ikw=download-top&co=IN O

SKILLS O
Sales O
Manager O
( O
5 O
years O
) O
, O
Operations O
( O
3 O
years O
) O
, O
Documentation O
( O
2 O
years O
) O
, O
Handling O
sales O
team O

( O
5 O
years O
) O
, O
Sales O
Management O
( O
5 O
years O
) O
Tejbal O
Singh O
Assistant B-Designation
Manager L-Designation
- O
Projects O
Coordinator O
, O
MIS O
and O
Sales O
Support O
- O
Distinctive "B-Companies worked at"
Technology "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
Navi O
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Tejbal-Singh/ O
e16ff714b3e87f62 O
An O
out O
- O
of O
- O
the O
- O
box O
thinker O
with O
more O
than O
8 O
+ O
year O
of O
experience O
Knowledge O
on O
Sales O
Support O
, O
account O
management O
, O
Operations O
and O
MIS O
Reports O
to O
achieve O
organizational O
objectives O
An O
quick O
learner O
with O
good O
communication O
skills O
possess O
rigorous O
thinking O
and O
boundless O
curiosity O
and O
have O
a O
fun O
and O
friendly O
attitude O

Willing O
to O
relocate O
: O
Anywhere O

WORK O
EXPERIENCE O
Assistant B-Designation
Manager L-Designation
- O
Projects O
Coordinator O
, O
MIS O
and O
Sales O
Support O
Distinctive "B-Companies worked at"
Technology "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
- O
Navi O
Mumbai O
, O
Maharashtra O
- O
November O
2016 O
to O
Present O
Key O
Deliverables O
: O

• O
Project O
Data O
Compilation O
and O
present O
detailed O
monthly O
, O
quarterly O
reports O
for O
Senior O
Management O
perusal O
and O
act O
as O
the O
focal O
point O
in O
preparing O
year O
- O
end O
Reports O


• O
Report O
preparation O
on O
payment O
collection O
and O
debtor O
reconciliation O
on O
monthly O
basis O

• O
Project O
documentation O
and O
accessibility O
of O
same O


• O
Payment O
Invoice O
and O
Follow O
up O
with O
Multiple O
Vendor O
for O
the O
Payment O
Process O


• O
Payment O
Reconciliation O
PPT O
& O
Reports O
for O
Senior O
Management O
on O
quarterly O
reviews O
with O
customers O


• O
Maintaining O
MIS O
tracker O
for O
billing O
and O
payments O


• O
Review O
the O
Purchase O
order O
received O
and O
payment O
received O
Reconciliation O
to O
Support O
revenue O
and O
collection O
team O


• O
Supporting O
with O
data O
for O
monthly O
Revenue O
Plan O
and O
providing O
to O
management O
for O
smooth O
cash O
flow O


• O
Analysis O
& O
reconciliation O
of O
monthly O
Project O
Revenue O
and O
preparation O
of O
Conversion O
Plan O

Assistant B-Designation
Manager L-Designation
-Sales O
& O
Marketing O
, O
Account O
Management O
, O
Customer O
Service O
Operations O
GTL "B-Companies worked at"
& "I-Companies worked at"
GIL "I-Companies worked at"
Pvt "I-Companies worked at"
Ltd "L-Companies worked at"
- O
Dubai O
, O
AE O
- O
April O
2008 O
to O
May O
2015 O
Key O
Deliverables O
: O
Dubai O

• O
Responsible O
for O
Whole O
Revenue O
part O
Huawei O
Moto O
Swap O
rollouts O
in O
UAE O


• O
Attend O
client O
meetings O
and O
assist O
with O
determination O
of O
project O
requirements O


• O
Assist O
the O
PM O
in O
the O
drafting O
and O
issuance O
of O
project O
proposals O
, O
RFP O
's O
, O
tenders O
, O
budgets O
, O
cash O
flows O
and O
preliminary O
schedules O

https://www.indeed.com/r/Tejbal-Singh/e16ff714b3e87f62?isid=rex-download&ikw=download-top&co=IN O
https://www.indeed.com/r/Tejbal-Singh/e16ff714b3e87f62?isid=rex-download&ikw=download-top&co=IN O

• O
Prepare O
project O
organization O
and O
communication O
charts O


• O
Issue O
Contracts O
, O
Letters O
of O
Intent O
, O
Purchase O
Orders O
, O
etc O

• O
Use O
project O
scheduling O
and O
control O
tools O
to O
monitor O
projects O
plans O
, O
work O
hours O
, O
budgets O
and O
Expenditures O


• O
Monitoring O
tracking O
mile O
stone O
wise O
services O
and O
timely O
completion O
of O
AT O
, O
WCC O
and O
billing O
etc O


• O
Track O
& O
manage O
contemplated O
change O
notices O
and O
change O
orders O
in O
the O
database O


• O
Prepare O
substantial O
completion O
certificates O
and O
ensure O
all O
required O
project O
close O
out O
documents O
are O
obtained O

India O

• O
Responsible O
for O
preparing O
Revenue O
Recognition O
& O
collection O
plan O
on O
monthly O
basis O


• O
Taking O
care O
of O
Payments O
issues O
related O
to O
All O
India O
Huawei O
Project O


• O
Taking O
care O
for O
issuance O
of O
Acceptance O
Certificate O
for O
the O
payments O
of O
Customer O


• O
Helping O
Projects O
Managers O
( O
PM O
) O
& O
Commercial O
Department O
for O
smooth O
running O
of O
Project O
in O
all O
circles O


• O
Taking O
care O
for O
proper O
generation O
of O
PO O
and O
amendment O
related O
queries O
with O
PO O
as O
well O
as O
Contract O
also O


• O
Coordination O
with O
regional O
project O
officers O
for O
all O
kind O
of O
commercial O
related O
to O
the O
project O


• O
Handling O
all O
the O
responsibilities O
as O
Team O
Lead O


• O
Responsible O
for O
generation O
of O
report O
related O
to O
the O
Management O
on O
the O
status O
of O
orders O
placed O
in O
a O
periodic O
manner O
and O
escalate O
any O
issues O
at O
the O
right O
time O
to O
the O
concerned O
Manager O
/ O
Head O
, O
so O
as O
to O
ensure O
that O
the O
customer O
order O
is O
serviced O
under O
the O
best O
possible O
means O


• O
Handling O
Huawei O
Supplier O
Collaboration O
System O
for O
acceptance O
of O
Purchase O
order O
and O
raising O
invoices O


EDUCATION O
Bachelor B-Degree
of I-Degree
Arts L-Degree

AS O
College O
( O
VKS O
University O
) O
- O
Bihar O
Sharif O
, O
Bihar O

2002 O

VKS O
University O
- O
Bihar O
Sharif O
, O
Bihar O

1998 O
Modern O
High O
School O
- O
Bihar O
Sharif O
, O
Bihar O

1996 O

SKILLS O

SALES O
( O
8 O
years O
) O
, O
BUYING O
( O
Less O
than O
1 O
year O
) O
, O
BUYING O
/ O
PROCUREMENT O
( O
Less O
than O
1 O
year O
) O
, O
KEY O

ACCOUNTS O
( O
Less O
than O
1 O
year O
) O
, O
SALES O
MANAGERS O
( O
Less O
than O
1 O
year O
) O
, O
Customer O
Service O

ADDITIONAL O
INFORMATION O
Professional O
Selling O
Skills O
( O
PSS O
) O
is O
a O
research O
- O
based O
program O
that O
prepares O
Sales O
Managers O
to O
build O
mutually O
beneficial O
long O
- O
term O
customer O
relationships O
Participants O
learn O
the O
skills O
needed O
during O
sales O
calls O
to O
help O
their O
customers O
make O
buying O
decisions O
that O
contribute O
to O
success O
to O
both O
, O
the O
customer O
and O
the O
Company O
Winning O
Account O
Strategies O
( O
WAS O
) O
is O
a O
research O
based O
workshop O
designed O
for O
salespeople O
who O
are O
ready O
to O
develop O
a O
more O
strategic O
approach O
to O
maximizing O
sales O
opportunities O
in O
their O
key O
accounts O
This O
module O
introduces O
new O
concepts O
; O
tools O
and O
tactics O
that O
the O
Sales O
people O
can O
use O
to O
build O
solid O
, O
lasting O
customer O
relationships O
in O
today O
's O
competitive O
marketplace O
Raunak O
dambir O
Dambir O
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com O
/ O
r O
/ O
Raunak O
- O
dambir- O
Dambir/706c094d78b20a2f O

WORK O
EXPERIENCE O
Sales B-Designation
Manager L-Designation
Sai -
Universal -
realtors -
- O
Mumbai O
, O
Maharashtra O
- O
February O
2014 O
to O
July O
2018 O
Worked O
as O
a O
sales O
manager O
and O
worked O
with O
several O
real O
estate O
companies O
, O
have O
a O
good O
command O
over O
English O
language O


EDUCATION O
BBA B-Degree
in I-Degree
Management L-Degree
Mumbai O
university O
- O
Mumbai O
, O
Maharashtra O
August O
2018 O
to O
December O
2023 O
https://www.indeed.com/r/Raunak-dambir-Dambir/706c094d78b20a2f?isid=rex-download&ikw=download-top&co=IN O
https://www.indeed.com/r/Raunak-dambir-Dambir/706c094d78b20a2f?isid=rex-download&ikw=download-top&co=IN O
Ashish O
Dubey O
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Ashish-Dubey/3e3e6614a65aeede O

❖ O
Maintaining O
Track O
record O
of O
conferring O
with O
customers O
by O
telephone O
or O
in O
person O
to O
provide O
information O
about O
products O
or O
services O
Expert O
in O
taking O
or O
entering O
orders O
, O
creating O
/ O
canceling O
accounts O
and O
obtaining O
details O
of O
complaints O
In O
- O
depth O
knowledge O
of O
principles O
and O
processes O
of O
customer O
needs O
assessment O
, O
meeting O
quality O
standards O
for O
services O
, O
and O
evaluation O
of O
customer O
satisfaction O


❖ O
Responsible O
and O
dependable O
Customer O
Service O
Representative O
with O
4.6 O
years O
' O
experience O
with O
different O
companies O
Highly O
skilled O
in O
performing O
office O
support O
duties O
such O
as O
providing O
information O
to O
the O
public O
, O
receiving O
payments O
and O
addressing O
customer O
complaints O
Hands O
on O
experience O
in O
ensuring O
that O
appropriate O
changes O
are O
made O
to O
resolve O
customers O
' O
problems O
and O
referring O
unresolved O
customer O
grievances O
to O
designated O
departments O
for O
further O
investigation O

Willing O
to O
relocate O
: O
Anywhere O

WORK O
EXPERIENCE O
Relationship B-Designation
Manager L-Designation
Matrimony.com "U-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
To O
handle O
VIP O
corporate O
customer O
profile O
, O
as O
a O
relationship O
manager O
for O
their O
marriage O
praposal O

Handling O
all O
objection O

Complete O
sales O
target O
, O
Meet O
with O
client O
, O
meeting O
schedule O
with O
prospect O
, O
, O
able O
to O
work O
in O
all O
situation O

Executive B-Designation
( I-Designation
IT I-Designation
Sales I-Designation
) L-Designation
ADITYA "B-Companies worked at"
INFOTECH "L-Companies worked at"
For O
Process O
Of O
CorelDraw O
Software O
as O
Compliance O
- O
June O
2016 O
to O
January O
2017 O
Identifying O
potential O
areas O
of O
compliance O
vulnerability O
and O
risk O
; O
developing O
& O
implementing O
corrective O
action O
plans O
for O
resolution O
of O
problematic O
issue O
to O
the O
companies O


• O
Sourcing O
from O
internet O
& O
collecting O
information O
about O
the O
companies O
who O
are O
using O
Corel O
draw O


• O
Generating O
Leads O
as O
per O
targets O
daily O


• O
Thoroughly O
and O
efficiently O
gather O
company O
information O
, O
access O
and O
fulfill O
company O
needs O


• O
Educate O
the O
company O
about O
the O
compliance O
& O
importance O
of O
registration O
or O
Licensing O
of O
Corel O
Draw O


• O
Making O
them O
to O
purchase O
the O
license O
from O
the O
vendors O
if O
they O
are O
not O
still O
completed O
with O
the O
legalization O
procedure O


• O
Confirming O
about O
the O
purchase O
price O
of O
the O
license O
from O
the O
vendor O
's O
and O
providing O
the O
companies O
the O
quotation O


• O
Follow O
- O
up O
with O
the O
companies O
whether O
they O
have O
completed O
with O
the O
legalization O
procedure O
or O
they O
have O
purchased O
the O
license O

https://www.indeed.com/r/Ashish-Dubey/3e3e6614a65aeede?isid=rex-download&ikw=download-top&co=IN O

• O
Providing O
general O
guidance O
on O
Phone O
calls O
to O
the O
companies O
how O
to O
avoid O
or O
deal O
with O
similar O
situations O
in O
the O
future O


• O
Provides O
reports O
on O
a O
regular O
basis O
, O
and O
as O
directed O
or O
requested O


• O
Closing O
accounts O
of O
the O
leads O
which O
have O
been O
created O


• O
Completing O
the O
weekly O
, O
monthly O
targets O
that O
have O
been O
allotted O

Operation B-Designation
Executive L-Designation
Duurbeen "B-Companies worked at"
bespoke "I-Companies worked at"
pvt "I-Companies worked at"
ltd "L-Companies worked at"
- O
Delhi O
, O
Delhi O
- O
October O
2013 O
to O
May O
2016 O
Professionally O
handling O
incoming O
and O
incoming O
/ O
outgoing O
calls O
of O
customers O


• O
Explaining O
them O
about O
the O
Best O
holiday O
destination O
and O
giving O
them O
relevant O
information O
about O
the O
product O


• O
Thoroughly O
and O
efficiently O
gather O
customer O
information O
, O
access O
and O
fulfill O
Customer O
needs O
, O
educate O
the O
customer O
where O
applicable O
to O
prevent O
the O
need O
for O
future O
contacts O
and O
document O
interactions O
through O
contact O
tracking O


• O
Provide O
quality O
service O
and O
support O
in O
a O
variety O
of O
areas O
including O
, O
but O
not O
limited O
to O
: O
billing O
, O
placing O
print O
orders O
, O
and O
system O
troubleshooting O


• O
Responsible O
for O
compiling O
and O
generating O
reports O
as O
they O
relate O
to O
customer O
service O
surveys O


• O
Ensure O
that O
issues O
are O
resolved O
both O
promptly O
and O
thoroughly O
if O
any O


EDUCATION O
B.A U-Degree
Banaras O
Hindu O
University O
- O
Varanasi O
, O
Uttar O
Pradesh O

2010 O

SKILLS O

SALES O
( O
3 O
years O
) O
, O
ACCESS O
( O
Less O
than O
1 O
year O
) O
, O
EXCEL O
( O
Less O
than O
1 O
year O
) O
, O
MICROSOFT O
OFFICE O
( O
3 O
years O
) O
, O
MS O
OFFICE O
( O
2 O
years O
) O

CERTIFICATIONS O
/ O
LICENSES O

B1 O
certificate O
in O
french O
language O
March O
2018 O

ADDITIONAL O
INFORMATION O

❖ O
Computer O
Proficiency O
: O
Basic O
knowledge O
of O
computer O

( O
Microsoft O
Office O
Suite O
Word O
, O
Excel O
, O
Outlook O
, O
PPT O
, O
Access O
) O
) O

❖ O
Sales O
forces/ O
Air O
ticket O
generating O
on O
GDS O
software/ O

❖ O
Content O
/blog O
writing O

❖ O
Social O
Media O
( O
face O
book O
, O
twitter O
, O
you O
tube O
, O
etc O

) O
Strengths O
: O
Hard O
work O
, O
Perseverance O
, O
Team O
Skills O
, O
Patience O

Indian O
Religion O
: O
Hindu O

Address O
: O
L O
16 O
street O
no.1 O
Mishra O
compound O
Opp- O
Sardar O
Patel O
school O
new O
link O
road O
Borivali O
( O
west O
) O
Mumbai O
400068 O

Declaration O

I O
hereby O
declare O
that O
above O
mentioned O
information O
is O
correct O
and O
true O
as O
per O
best O
of O
my O
knowledge O

Date O
: O
Place O
: O
( O
Ashish O
Chandra O
Dubey O
) O
John O
Arthinkal O
CONSULTANT U-Designation
- O
BAJAJ "B-Companies worked at"
ALLIANZ "I-Companies worked at"
GENERAL "I-Companies worked at"
INSURANCE "I-Companies worked at"
CO "I-Companies worked at"
LTD "L-Companies worked at"
Mumbai O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/John-Arthinkal/fe2a470dfb3c9031 O
Willing O
to O
relocate O
to O
: O
Mumbai O
, O
Maharashtra O

WORK O
EXPERIENCE O
CONSULTANT U-Designation
BAJAJ "B-Companies worked at"
ALLIANZ "I-Companies worked at"
GENERAL "I-Companies worked at"
INSURANCE "I-Companies worked at"
CO "I-Companies worked at"
LTD "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
September O
2017 O
to O
Present O
Follow O
complete O
sales O
process O
from O
opening O
to O
closure O
and O
collections O

Organize O
activities O
for O
new O
business O
opportunities O
and O
market O
research O
Formulate O
- O
go O
- O
to- O
market- O
strategy O
extensive O
field O
activity O

Engage O
with O
the O
top O
management O
, O
Key O
Account O
Management O
Monitor O
and O
improve O
conversion O
rates O

Aggressive O
collection O
performance O
and O
achievement O

Possess O
understanding O
of O
different O
services O
offered O
by O
the O
company O
Key O
account O
management O
and O
Man O
management O
and O
CRM O
Maintain O
customer/ O
client O
database O
and O
market O
research O

Conceptualize O
schemes O
and O
strategies O
for O
more O
productivity O

Fix O
meetings O
and O
conduct O
presentations O
Close O
and O
finalize O
within O
minimum O
TAT O


GM O
- O
BUSINESS O
DEVELOPMENT O
INNOVATIVE "B-Companies worked at"
CLEANING "I-Companies worked at"
SYSTEMS "I-Companies worked at"
PVT "I-Companies worked at"
LTD "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
February O
2017 O
to O
August O
2017 O
Implement O
and O
follow O
the O
sales O
process O
from O
meeting O
till O
collections O

Organize O
activities O
for O
new O
business O
opportunities O
and O
market O
research O
Engage O
with O
the O
top O
management O
, O
Key O
Account O
Management O
Formulate O
- O
go O
- O
to O
- O
market- O
strategy O
extensive O
field O
activity O

Building O
team O
capabilities O
, O
motivate O
team O
, O
sharing O
of O
experiences O
and O
learnings O
Setting O
up O
their O
target O
, O
achievement O
and O
provide O
them O
support O
in O
and O
Cross O
Selling O
Generate O
business O
from O
local O
contractors/ O
corporates O
/SMEs O

Monitor O
and O
improve O
conversion O
rates O
, O
productivity O
levels O
, O
staff O
strength O
, O
product O
mix O

Administration O
and O
head O
quarters O
management O


CRM O
with O
facility O
and O
housekeeping O
contractors O
and O
corporate O
clients O

Generate O
AMC O
contracts O
from O
existing O
clients O
after O
the O
completion O
of O
warranties O
Aggressive O
collection O
performance O
and O
achievement O

Possess O
understanding O
of O
different O
services O
offered O
by O
the O
company O

Meet O
housekeeping O
contractors O
and O
visit O
hospitals O
, O
resorts O
, O
animal O
husbandry O
, O
airport O
terminals O
, O
water O
parks O
, O
fisheries O
, O
cold O
storages O
, O
industries O
etc O
for O
presentation O
and O
demos O

AGENCY B-Designation
DEVELOPMENT I-Designation
PARTNER L-Designation
BAJAJ "B-Companies worked at"
ALLIANZ "I-Companies worked at"
LIFE "I-Companies worked at"
INSURANCE "I-Companies worked at"
CO.LTD "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
https://www.indeed.com/r/John-Arthinkal/fe2a470dfb3c9031?isid=rex-download&ikw=download-top&co=IN O
July O
2006 O
to O
January O
2017 O
and O
6 O
months O

Branch O
based O
generation O
of O
business O
and O
adhere O
to O
complete O
sales O
process O

Organize O
researching O
new O
business O
opportunities O
in O
the O
market O
Guide O
the O
junior O
members O
of O
the O
team O
to O
improve O
capabilities O
Engage O
with O
the O
top O
management O
and O
HNIs O

Consistently O
monitor O
sales O
, O
profitability O
and O
administration O
Formulate O
- O
go O
- O
to O
- O
market- O
strategy O
and O
research O
new O
opportunities O
Manage O
the O
team O
's O
performance O
and O
development O

conduct O
joint O
calls O
and O
Improve O
conversion O
rates O

Recruit O
, O
motivate O
, O
train O
, O
build O
team O
capabilities O
and O
achievement O
Share O
company O
's O
schemes O
and O
strategies O
for O
more O
productivity O
Key O
account O
management O
and O
Man O
management O
and O
CRM O

Create O
appropriate O
branch O
infrastructure O
at O
different O
locations O
Organize O
felicitation O
with O
rewards O
, O
recognitions O
etc O

Maintain O
customer/ O
client O
database O
and O
market O
research O

REGIONAL B-Designation
OPERATION I-Designation
MANAGER I-Designation
( I-Designation
SALES I-Designation
) L-Designation
SUDARSAN "B-Companies worked at"
TRADING "I-Companies worked at"
CO "I-Companies worked at"
PVT "I-Companies worked at"
LTD "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
November O
1998 O
to O
June O
2006 O

SERVED O
7 O
YEARS O
) O
Branch O
based O
generation O
of O
business O
and O
administration O
Researching O
new O
business O
opportunities O
in O
the O
market O

Adhere O
to O
complete O
sales O
process O

Guide O
the O
junior O
members O
of O
the O
team O
to O
improve O
capabilities O
Engage O
with O
the O
top O
management O
and O
HNIs O

Consistently O
monitor O
sales O
at O
branch O
levels O
and O
profitability O

Formulate O
- O
go O
- O
to O
- O
market- O
strategy O
and O
researching O
new O
opportunities O
Manage O
the O
team O
's O
performance O
and O
development O
Make O
joint O
calls O
and O
Improve O
conversion O
rates O
Recruit O
, O
motivate O
, O
train O
, O
build O
team O
capabilities O
and O
achievement O
Conceptualize O
schemes O
and O
strategies O
for O
more O
productivity O

Key O
account O
management O
and O
Man O
management O
and O
CRM O
Create O
appropriate O
branch O
infrastructure O
at O
different O
locations O
Select O
and O
appoint O
vendors O
, O
contractors O
and O
agents O

Organize O
felicitation O
with O
rewards O
, O
recognitions O
etc O
Maintain O
customer/ O
client O
database O

AREA B-Designation
SALES I-Designation
MANAGER L-Designation
SINGER "B-Companies worked at"
INDIA "I-Companies worked at"
LTD "L-Companies worked at"
- O
Mumbai O
, O
Maharashtra O
- O
February O
1996 O
to O
October O
1998 O

SERVED O
2 O
YEARS O
AND O
8 O
MONTHS O
) O
Branch O
based O
generation O
retail O
business O
and O
administration O
Researching O
new O
business O
opportunities O
in O
the O
market O

Guide O
the O
junior O
members O
of O
the O
team O
to O
improve O
capabilities O
Engage O
with O
the O
top O
clients O
and O
monitor O
activities O
fo O
showrooms O
Consistently O
monitor O
sales O
at O
branch O
levels O
and O
profitability O

Formulate O
- O
go O
- O
to O
- O
market- O
strategy O
and O
researching O
new O
opportunities O
Manage O
the O
team O
's O
performance O
and O
development O

Make O
joint O
calls O
and O
Improve O
collections O

Recruit O
, O
motivate O
, O
train O
, O
build O
team O
capabilities O
, O
Man O
management O
and O
achievement O

Conceptualize O
schemes O
and O
strategies O
for O
more O
productivity O

Create O
appropriate O
branch O
infrastructure O
at O
different O
locations O
Select O
and O
appoint O
vendors O
, O
contractors O
and O
agents O

Organize O
felicitation O
with O
rewards O
, O
recognitions O
etc O

Maintain O
customer/ O
client O
database O
Key O
account O
management O
and O
CRM O
Appoint O
dealers O
, O
stockist O
and O
distributors O
in O
western O
region O


OFFICE O
EQUIPMENT O
- O
KUWAIT- O
SALES B-Designation
CUM I-Designation
COMMERCIAL I-Designation
MANAGER L-Designation
AL "B-Companies worked at"
- "I-Companies worked at"
MOGAHWI "I-Companies worked at"
STATIONERY "L-Companies worked at"
- O
October O
1983 O
to O
January O
1996 O

SERVED O
12 O
YEARS O
AND O
3 O
MONTHS O
) O
Imports O
from O
US O
, O
Europe O
and O
far O
east O
, O
clear O
, O
transport O
, O
costing O
, O
pricing O
and O
Distribution O
Co- O
ordinate O
with O
shipping O
Co.s O
, O
clearing O
agents O
, O
insurance O
and O
banks O

Recruit O
, O
train O
and O
motivate O
to O
improve O
staff O
productivity O
Liaisioning O
with O
existing O
clients O
both O
ministries O
and O
companies O

Set O
up O
targets O
, O
monitor O
achievements O
of O
5 O
showrooms O
across O
Kuwait O
Compliance O
of O
govt O

/ O
civic O
body O
rules O
and O
initiatives O

Administration O
, O
inventory O
control O
, O
CRM O
with O
ministries O
, O
dealers O
and O
corporate O
clients O


EDUCATION O
Certificate O
in O
Course O

ST O

ANGELOS O
COMPUTER O
INSTITUTE O


2002 O
B. B-Degree
Com L-Degree
Mumbai O
University O
- O
Mumbai O
, O
Maharashtra O

1979 O

SKILLS O

SELLING O
TECHNIQUES O
( O
Less O
than O
1 O
year O
) O
, O
TRAINING O
( O
Less O
than O
1 O
year O
) O
, O
IMPROVE O
TEAM O

CAPABILITIES O
, O
RECRUITMENT O
, O
FIELD O
WORK O
, O
MAN O
MANAGEMENT O
, O
Crm O
, O
GOAL O
SETTING O
, O
JOINT O

CALLS O
, O
SALES O
MONITORING O
, O
PRODUCT O
KNOWLEDGE O

ADDITIONAL O
INFORMATION O

PROFESSIONAL O
SKILLS O
: O
Offered O
professional O
consultancy O

Training O
on O
direct O
selling O
techniques O
, O
motivation O
, O
handling O
consumer O
objections O
Akshay O
Dubey O
Actively O
looking O
for O
opportunity O
in O
Development O
Pune O
, O
Maharashtra O
- O
Email O
me O
on O
Indeed O
: O
indeed.com/r/Akshay-Dubey/87dcd40b335e6ffa O
To O
work O
in O
a O
challenging O
environment O
that O
will O
test O
me O
at O
all O
level O
and O
allow O
me O
to O
utilize O
my O
professional O
as O
well O
as O
personal O
skills O
by O
way O
of O
positive O
contribution O
to O
the O
organization O

Willing O
to O
relocate O
to O
: O
Pune O
, O
Maharashtra O

WORK O
EXPERIENCE O
Microsoft -
Student -
Partner -
MICROSOFT "U-Companies worked at"
- O
January O
2015 O
to O
July O
2016 O
Undergraduate O
Program O

ROLES O
& O
amp O
; O
RESPONSIBILITIES O
: O

• O
The O
Microsoft O
Student O
Partners O
( O
MSP O
) O
is O
a O
worldwide O
recognizable O
program O
for O
students O
majoring O
in O
disciplines O
related O
to O
technology O


• O
A O
strong O
understanding O
of O
the O
overall O
set O
of O
Microsoft O
Visual O
languages O
and O
the O

Framework O
along O
with O
specific O
demonstrable O
skills O
in O
one O
or O
more O
languages O
or O
technologies O


• O
Conducted O
Session O
of O
Microsoft O
Azure O
Conference O
in O
September O
2015 O


• O
Hosted O
tech O
events O
and O
gave O
demos O
on O
campus O
and O
actively O
involved O
in O
student O
technical O
clubs O
( O
Microsoft O
Campus O
Club O
) O
, O
societies O
, O
and O
organizations O
, O
preferably O
in O
leadership O
roles O


• O
Join O
exclusive O
Microsoft O
training O
events O
to O
learn O
the O
latest O
technologies O

Attended O
the O
Student O
Technology O
Day O
, O
which O
included O
high O
- O
profile O
presentations O
, O
such O
as O
one O
by O
the O
CEO O
of O
Microsoft O
, O
Satya O
Nadella O
; O
and O
TechDays O
or O
DevCon O
( O
Developer O
Conference O
) O
Web O
Link O
: O
https://akshaydubey.wordpress.com/ O
Microsoft O
Student O
Associate -

MICROSOFT -
- O
July O
2014 O
to O
December O
2015 O
Undergraduate O
Program O

ROLES O
& O
amp O
; O
RESPONSIBILITIES O
: O

• O
The O
Microsoft O
Student O
Associate O
( O
MSA O
) O
program O
is O
an O
educational O
and O
promotional O
program O
especially O
for O
undergraduates O
Students O


• O
Microsoft O
Student O
Associates O
are O
technology O
enthusiasts O
, O
student O
influencers O
using O
technology O
for O
social O
impact O


• O
Learn O
& O
amp O
; O
implement O
emerging O
technologies O
like O
Microsoft O
Visual O
Studio O
IDE O
, O
ASP.NET O
, O
and O
useful O
desktop O
application O
using O
the O
free O
tools O
& O
amp O
; O
emulator O

https://www.indeed.com/r/Akshay-Dubey/87dcd40b335e6ffa?isid=rex-download&ikw=download-top&co=IN O

• O
Promoting O
and O
building O
city O
- O
level O
Microsoft O
Student O
User O
